stimulus_name,speech_rate,pitch_mean,pitch_sd,FL_ratio,AL_ratio,combined_ratio
M5-L2_B1_5_L1_4-rate,5.7761732851985546,6.025678081109708,1.9815873360150915,1.7340468389077224,2.09660641550004,1.9316587706245627
M5-L2_C1_5_C1_4-int-dur-rate,3.4949927675493417,5.117596602805104,1.4641528426219181,1.313955400444096,1.4430498263030156,1.5591124699450112
M5-L2_C1_5_L1_4-int,4.250495054311506,5.455861845802306,2.3783029539716787,1.450902008503653,1.889297149886615,1.9839313579078093
M5-L2_C1_5_L1_4-int-dur,4.250495054311506,5.556927791036224,2.568767968853299,1.479109490346809,2.1640182386473312,2.030868187357612
M5-L2_C1_5_L1_4-int-rate,5.776173285198556,6.057958373297153,2.4838222501117735,1.4509020085036535,1.8892971498866147,1.9839313579078088
M5-L2_C1_5_L1_4-int-dur-rate,5.776173285198556,6.126187057572693,2.6561691155288063,1.479109490346809,2.1640182386473317,2.0308681873576124
M5-L2_C1_5_L1_4-dur,4.250495054311506,5.325914307152992,1.6229014619384312,1.479109490346809,2.1640182386473312,2.030868187357612
M5-L2_C1_5_L1_4-dur-rate,5.776173285198556,5.459858842719059,1.8447554653184044,1.479109490346809,2.1640182386473317,2.0308681873576124
M5-L2_C1_5_L1_4-rate,5.776173285198556,5.4703373531879,1.696856333011132,1.4509020085036535,1.8892971498866147,1.9839313579078088
M7-L2_B1_4_B1_5-int-dur-rate,3.839933476386756,5.728745177624874,1.5734141521708653,1.7060056567485,1.3926981958329612,1.370147252733563
M7-L2_B1_4_L1_4-int,4.147312820268542,5.878232412263405,2.1620192816681842,1.5419752131296172,1.2829466729287717,1.2848409085644272
M7-L2_B1_4_L1_4-int-dur,4.147312820268543,5.883045759592459,2.1707604173188835,1.4812420047372337,1.0017603829305557,1.312803836907815
M7-L2_B1_4_L1_4-int-rate,5.812371878514271,6.339565389152795,2.2911883020930217,1.5419752131296172,1.2829466729287722,1.2848409085644275
M7-L2_B1_4_L1_4-int-dur-rate,5.812371878514271,6.341478609657084,2.296172430755586,1.4812420047372339,1.001760382930556,1.312803836907815
M7-L2_B1_4_L1_4-dur,4.147312820268543,5.9895025894013125,1.8006083642122204,1.4812420047372337,1.0017603829305557,1.312803836907815
M7-L2_B1_4_L1_4-dur-rate,5.812371878514271,6.2634319727855,1.8390349478660755,1.4812420047372339,1.001760382930556,1.312803836907815
M7-L2_B1_4_L1_4-rate,5.812371878514271,6.263659915439457,1.840070707107654,1.5419752131296172,1.2829466729287722,1.2848409085644275
M7-L2_C1_4_C1_5-int-dur-rate,4.57119636806507,5.8554815852084,1.9508961494622734,1.3872765813345447,1.0304764218252533,1.1843679184466358
M7-L2_C1_4_L1_4-int,5.312944249915753,5.880595745602063,2.369668437535721,1.2340562640021957,1.033877310074862,1.1382148021585738
M7-L2_C1_4_L1_4-int-dur,5.312944249915753,5.950963110037281,2.4743593706657907,1.4812420047372343,1.0017603829305564,1.312803836907816
M7-L2_C1_4_L1_4-int-rate,5.812371878514271,6.085311068612596,2.3275984354135173,1.2340562640021948,1.0338773100748626,1.1382148021585743
M7-L2_C1_4_L1_4-int-dur-rate,5.812371878514271,6.144003628197239,2.4049020220215387,1.4812420047372339,1.001760382930556,1.312803836907815
M7-L2_C1_4_L1_4-dur,5.312944249915753,5.9980528374488795,1.453388602810188,1.4812420047372343,1.0017603829305564,1.312803836907816
M7-L2_C1_4_L1_4-dur-rate,5.812371878514271,6.136107574297626,1.2281959092668382,1.4812420047372339,1.001760382930556,1.312803836907815
M7-L2_C1_4_L1_4-rate,5.812371878514271,6.109778948970626,1.1269362474271285,1.2340562640021948,1.0338773100748626,1.1382148021585743
M7-L2_B1_5_B1_4-int-dur-rate,4.147312820268542,6.356733866925941,2.0634737185273724,1.5419752131296172,1.2829466729287717,1.2848409085644272
M7-L2_B1_5_L1_4-int,3.839933476386756,6.110788353940705,2.2694339782813686,1.7060056567485,1.3926981958329612,1.370147252733563
M7-L2_B1_5_L1_4-int-dur,3.839933476386756,6.2264012884352375,2.4596857620272523,1.4812420047372339,1.001760382930555,1.312803836907814
M7-L2_B1_5_L1_4-int-rate,5.812371878514271,6.735641265058808,2.2219556216051206,1.7060056567485005,1.3926981958329603,1.3701472527335623
M7-L2_B1_5_L1_4-int-dur-rate,5.812371878514271,6.795639484946711,2.3486888183031422,1.4812420047372339,1.001760382930556,1.312803836907815
M7-L2_B1_5_L1_4-dur,3.839933476386756,6.2069362385064215,1.7933686394081407,1.4812420047372339,1.001760382930555,1.312803836907814
M7-L2_B1_5_L1_4-dur-rate,5.812371878514271,6.3423446422602785,2.231928416004861,1.4812420047372339,1.001760382930556,1.312803836907815
M7-L2_B1_5_L1_4-rate,5.812371878514271,6.331111757084,1.8951626536464332,1.7060056567485005,1.3926981958329603,1.3701472527335623
M7-L2_C1_5_C1_4-int-dur-rate,5.312944249915753,5.358284206862123,1.0099069858129224,1.2340562640021957,1.033877310074862,1.1382148021585738
M7-L2_C1_5_L1_4-int,4.57119636806507,4.921862644131856,2.0183636889549867,1.3872765813345447,1.0304764218252533,1.1843679184466358
